grid,spx_certified_seed_count,spx_worst_relative_gap,achievement_ratio_mean,achievement_ratio_min,achievement_ratio_max,learning_effect_mean,spx_mean_runtime_s,mappo_mean_runtime_s
reduced-4x4,19,1.652262412370124e-06,0.8708860268736698,0.6714887009107824,0.9539919329134792,0.2850373527708208,2.3916440103552303,1.6455146063119173
operational-polar,0,1.0,0.8797657971202334,0.7468133086724336,1.0224152354369855,0.19053611892584665,87.7857635021035,4.47340904159355
